epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,33.0807,2.43119,3.8566,1.83459,0.0013,0.19355,0.00081,0.00027,3.52342,inf,3.19631,0.0702439,0.00330623,0.00330623
2,76.949,2.3363,2.08842,1.79509,0.07096,0.07168,0.0294,0.01085,3.19268,12.5957,2.6155,0.0401782,0.00657383,0.00657383
3,120.746,2.33194,2.06302,1.80313,0.02737,0.02688,0.00458,0.00121,3.53557,9.26312,3.20989,0.0100464,0.00977544,0.00977544
4,166.01,2.3026,1.94296,1.73499,0.3551,0.00896,0.00519,0.00321,3.38037,4.60324,2.71187,0.009703,0.009703,0.009703
5,211.811,2.16753,1.81512,1.70215,0.42963,0.42294,0.3831,0.1694,2.23216,1.99604,1.8023,0.009604,0.009604,0.009604
6,259.115,2.18505,1.78553,1.6745,0.36088,0.16667,0.16443,0.06541,2.59291,3.11018,2.10365,0.009505,0.009505,0.009505
7,304.698,2.04535,1.65427,1.59859,0.63354,0.46953,0.51889,0.20408,2.11689,1.76849,1.74148,0.009406,0.009406,0.009406
8,348.58,1.99633,1.61746,1.57142,0.58615,0.54659,0.4829,0.19631,2.08169,1.87495,1.64797,0.009307,0.009307,0.009307
9,392.873,1.94721,1.51568,1.52378,0.62245,0.5233,0.54199,0.23111,2.12821,1.82588,1.77139,0.009208,0.009208,0.009208
10,439.909,1.92794,1.54459,1.50997,0.74063,0.60036,0.64066,0.31587,1.85255,1.49665,1.54788,0.009109,0.009109,0.009109
11,486.702,1.9149,1.48748,1.50127,0.73764,0.56093,0.62218,0.27443,1.96897,1.62948,1.63212,0.00901,0.00901,0.00901
12,532.227,1.88368,1.4346,1.4818,0.3929,0.28136,0.23742,0.10173,2.54588,2.70627,1.98454,0.008911,0.008911,0.008911
13,576.449,1.84341,1.39944,1.47711,0.54574,0.43369,0.42068,0.17976,2.11881,2.0412,1.71768,0.008812,0.008812,0.008812
14,620.232,1.86085,1.3562,1.46377,0.45835,0.26387,0.28898,0.10219,2.44277,2.20688,1.93721,0.008713,0.008713,0.008713
15,667.906,1.88261,1.36608,1.47616,0.71992,0.56661,0.64447,0.30875,1.90386,1.44243,1.556,0.008614,0.008614,0.008614
16,713.548,1.84183,1.40901,1.4725,0.66635,0.62994,0.65618,0.31637,1.9036,1.42752,1.53169,0.008515,0.008515,0.008515
17,759.548,1.78364,1.30015,1.42349,0.69211,0.68459,0.70616,0.34182,1.86242,1.31161,1.52551,0.008416,0.008416,0.008416
18,803.81,1.76908,1.2859,1.42514,0.75621,0.64337,0.70092,0.32495,1.91022,1.28783,1.53586,0.008317,0.008317,0.008317
19,848.11,1.74551,1.22354,1.39899,0.7608,0.64695,0.71431,0.35078,1.88795,1.25907,1.57941,0.008218,0.008218,0.008218
20,895.959,1.73055,1.24459,1.38845,0.75767,0.43705,0.509,0.21286,2.1523,2.03854,1.68332,0.008119,0.008119,0.008119
21,941.473,1.70237,1.19379,1.37398,0.8094,0.65054,0.72466,0.35209,1.86573,1.4005,1.55095,0.00802,0.00802,0.00802
22,987.162,1.6513,1.1338,1.35175,0.50408,0.43548,0.44862,0.19892,2.2006,1.9941,1.76469,0.007921,0.007921,0.007921
23,1031.54,1.68241,1.16184,1.37777,0.732,0.57348,0.66583,0.31865,1.86603,1.45527,1.53288,0.007822,0.007822,0.007822
24,1076.2,1.70211,1.12936,1.36653,0.72358,0.67563,0.72671,0.35895,1.8554,1.33114,1.56944,0.007723,0.007723,0.007723
25,1123.08,1.70709,1.1745,1.3801,0.73837,0.62211,0.68868,0.35383,1.77921,1.31235,1.47052,0.007624,0.007624,0.007624
26,1168.84,1.67592,1.1548,1.37073,0.7751,0.66846,0.76249,0.38917,1.7627,1.22842,1.44201,0.007525,0.007525,0.007525
27,1214.2,1.62134,1.07432,1.34185,0.73213,0.73477,0.75248,0.34646,1.88385,1.31794,1.56022,0.007426,0.007426,0.007426
28,1258.84,1.60031,1.06391,1.32451,0.7996,0.6595,0.72794,0.36968,1.87793,1.29608,1.53117,0.007327,0.007327,0.007327
29,1303.65,1.66186,1.11664,1.36804,0.76792,0.63451,0.73856,0.32765,2.01347,1.33295,1.67186,0.007228,0.007228,0.007228
30,1349.81,1.72176,1.11472,1.37553,0.74442,0.58961,0.64175,0.3029,2.05614,1.49526,1.65266,0.007129,0.007129,0.007129
31,1395.58,1.61822,1.05484,1.33967,0.83546,0.69156,0.76448,0.38467,1.82683,1.25539,1.49894,0.00703,0.00703,0.00703
32,1441.07,1.56323,0.99814,1.30663,0.85141,0.73477,0.8163,0.41526,1.74613,1.08184,1.47832,0.006931,0.006931,0.006931
33,1486.22,1.5778,1.01705,1.32079,0.80169,0.70072,0.77792,0.39952,1.83648,1.0237,1.53308,0.006832,0.006832,0.006832
34,1531.68,1.54599,0.99015,1.29037,0.77576,0.64158,0.72844,0.37811,1.83578,1.26247,1.53927,0.006733,0.006733,0.006733
35,1577.6,1.56121,0.98577,1.2942,0.64404,0.57168,0.59033,0.22684,2.27602,1.60918,1.77824,0.006634,0.006634,0.006634
36,1623.04,1.54434,0.95909,1.29208,0.83623,0.67715,0.78807,0.39103,1.79044,1.12473,1.48404,0.006535,0.006535,0.006535
37,1668.61,1.51614,0.95692,1.27408,0.72215,0.62186,0.67284,0.31087,1.97863,1.36803,1.63885,0.006436,0.006436,0.006436
38,1713.95,1.51402,0.96861,1.27913,0.83568,0.72581,0.82406,0.43164,1.74162,1.08511,1.46405,0.006337,0.006337,0.006337
39,1759.48,1.50587,0.93882,1.27883,0.82645,0.72539,0.81678,0.42894,1.76191,1.08038,1.45433,0.006238,0.006238,0.006238
40,1805.02,1.51997,0.92484,1.27027,0.81176,0.63372,0.72228,0.33695,1.98101,1.25147,1.56828,0.006139,0.006139,0.006139
41,1850.77,1.50164,0.91665,1.2619,0.81281,0.73477,0.81839,0.39259,1.89058,1.09454,1.56054,0.00604,0.00604,0.00604
42,1896.05,1.45049,0.89484,1.25271,0.90584,0.71505,0.83923,0.3974,1.85796,1.02784,1.53937,0.005941,0.005941,0.005941
43,1942.1,1.42667,0.8515,1.2403,0.74,0.64268,0.72187,0.31521,2.03412,1.23558,1.67657,0.005842,0.005842,0.005842
44,1987.04,1.43852,0.8574,1.23506,0.83662,0.71864,0.81107,0.41508,1.78814,1.07305,1.49963,0.005743,0.005743,0.005743
45,2032.39,1.42836,0.86397,1.23701,0.82052,0.75448,0.78019,0.39682,1.82507,1.12254,1.52231,0.005644,0.005644,0.005644
46,2077.54,1.42155,0.85014,1.22287,0.84294,0.69713,0.78891,0.39405,1.84361,1.14026,1.52142,0.005545,0.005545,0.005545
47,2123.34,1.44898,0.87678,1.24132,0.83908,0.57938,0.68167,0.30192,2.03203,1.47154,1.63954,0.005446,0.005446,0.005446
48,2170.45,1.41843,0.86058,1.22438,0.78539,0.73835,0.79553,0.40669,1.78652,1.01034,1.53608,0.005347,0.005347,0.005347
49,2214.56,1.38209,0.81752,1.20543,0.77055,0.76703,0.77962,0.37977,1.87804,1.08887,1.57979,0.005248,0.005248,0.005248
50,2260.02,1.36284,0.81015,1.20839,0.79698,0.81183,0.82899,0.46387,1.7593,0.95763,1.52242,0.005149,0.005149,0.005149
51,2305.62,1.35662,0.80621,1.20836,0.79233,0.65054,0.7446,0.36245,1.96431,1.20198,1.59215,0.00505,0.00505,0.00505
52,2350.64,1.37396,0.80549,1.20205,0.86021,0.70789,0.82014,0.40641,1.85558,1.0072,1.54,0.004951,0.004951,0.004951
53,2398.23,1.36198,0.80185,1.19458,0.87596,0.75269,0.85365,0.4324,1.75603,0.96244,1.46498,0.004852,0.004852,0.004852
54,2441.82,1.34384,0.79821,1.19004,0.77139,0.73477,0.79044,0.40197,1.80975,1.06378,1.50596,0.004753,0.004753,0.004753
55,2486.61,1.32371,0.78585,1.18301,0.86005,0.77091,0.84725,0.42824,1.84058,0.99205,1.53755,0.004654,0.004654,0.004654
56,2532.47,1.30281,0.76374,1.18236,0.86644,0.70789,0.82993,0.40881,1.89477,0.99923,1.59528,0.004555,0.004555,0.004555
57,2578.57,1.30422,0.76233,1.17134,0.81242,0.78394,0.82835,0.41821,1.82195,1.04915,1.55108,0.004456,0.004456,0.004456
58,2625.7,1.27272,0.73066,1.149,0.81333,0.78315,0.82881,0.44787,1.77119,0.91359,1.52747,0.004357,0.004357,0.004357
59,2669.45,1.25942,0.72243,1.14522,0.85545,0.71685,0.83172,0.42235,1.77622,0.93745,1.52823,0.004258,0.004258,0.004258
60,2714.39,1.28084,0.73194,1.15301,0.8228,0.74892,0.83726,0.4199,1.8091,1.02296,1.55902,0.004159,0.004159,0.004159
61,2759.83,1.25106,0.72281,1.14616,0.8206,0.77053,0.83687,0.41325,1.85984,0.94984,1.60259,0.00406,0.00406,0.00406
62,2806.47,1.27011,0.73087,1.1614,0.84356,0.7731,0.84335,0.44173,1.73288,0.9666,1.48157,0.003961,0.003961,0.003961
63,2852.85,1.25773,0.71783,1.14208,0.86001,0.79391,0.83632,0.43456,1.76562,0.96103,1.47939,0.003862,0.003862,0.003862
64,2896.74,1.24999,0.69959,1.1355,0.83691,0.76882,0.81281,0.40607,1.87432,0.99678,1.60421,0.003763,0.003763,0.003763
65,2941.27,1.21214,0.68877,1.12689,0.85734,0.7509,0.8211,0.42609,1.78981,0.96836,1.51737,0.003664,0.003664,0.003664
66,2986.55,1.21734,0.69133,1.1285,0.83298,0.76703,0.83212,0.42078,1.76429,0.94662,1.49958,0.003565,0.003565,0.003565
67,3034.42,1.18852,0.68191,1.11445,0.8054,0.81588,0.84975,0.42645,1.79404,0.88693,1.54909,0.003466,0.003466,0.003466
68,3080.08,1.18296,0.67111,1.10804,0.86319,0.76344,0.852,0.42684,1.77603,0.86537,1.56137,0.003367,0.003367,0.003367
69,3123.9,1.19019,0.66461,1.11647,0.84091,0.76727,0.83372,0.42241,1.8105,0.96888,1.60249,0.003268,0.003268,0.003268
70,3168.3,1.18068,0.67536,1.11365,0.89688,0.79496,0.86373,0.45682,1.71003,0.87991,1.47415,0.003169,0.003169,0.003169
71,3214.44,1.14872,0.64418,1.08918,0.83662,0.79838,0.8554,0.4463,1.82541,0.86749,1.54887,0.00307,0.00307,0.00307
72,3261.87,1.15247,0.65722,1.09967,0.83916,0.77608,0.82921,0.41589,1.84487,0.94482,1.60503,0.002971,0.002971,0.002971
73,3307.48,1.155,0.66076,1.09743,0.84608,0.80108,0.86004,0.43106,1.82624,0.89149,1.575,0.002872,0.002872,0.002872
74,3351.66,1.14253,0.6418,1.07563,0.80125,0.80824,0.85026,0.45552,1.71379,0.88537,1.50873,0.002773,0.002773,0.002773
75,3395.63,1.11743,0.61493,1.08232,0.82893,0.82796,0.85765,0.46611,1.74131,0.87831,1.52266,0.002674,0.002674,0.002674
76,3442.38,1.12381,0.62688,1.0758,0.84005,0.79749,0.82932,0.42488,1.79386,0.9137,1.55725,0.002575,0.002575,0.002575
77,3488.62,1.14308,0.63845,1.08672,0.82028,0.82614,0.85693,0.4466,1.74008,0.86438,1.52222,0.002476,0.002476,0.002476
78,3534.4,1.09475,0.60589,1.07242,0.88345,0.76073,0.85515,0.4597,1.7248,0.83098,1.51588,0.002377,0.002377,0.002377
79,3578.9,1.08611,0.59836,1.06916,0.86137,0.77778,0.85781,0.44854,1.78918,0.84179,1.5563,0.002278,0.002278,0.002278
80,3622.81,1.09137,0.59731,1.06808,0.85681,0.79928,0.85221,0.45775,1.75319,0.84588,1.52809,0.002179,0.002179,0.002179
81,3670.08,1.03764,0.5685,1.04388,0.81706,0.85125,0.87171,0.45419,1.73942,0.82946,1.52845,0.00208,0.00208,0.00208
82,3715.64,1.07574,0.59347,1.05752,0.86209,0.84021,0.87492,0.45978,1.73805,0.79384,1.53682,0.001981,0.001981,0.001981
83,3761.3,1.0471,0.58209,1.04256,0.84636,0.77001,0.84167,0.44688,1.76859,0.89693,1.54084,0.001882,0.001882,0.001882
84,3806.31,1.04127,0.57797,1.04858,0.8612,0.78853,0.86091,0.45687,1.74671,0.84392,1.52816,0.001783,0.001783,0.001783
85,3849.87,1.03355,0.56776,1.03957,0.88585,0.80661,0.86356,0.45364,1.78078,0.794,1.5759,0.001684,0.001684,0.001684
86,3884.23,1.01236,0.55469,1.02789,0.86136,0.80169,0.85276,0.45459,1.74205,0.83729,1.54625,0.001585,0.001585,0.001585
87,3918.05,1.02243,0.55848,1.03394,0.83866,0.79749,0.84548,0.44005,1.7922,0.83878,1.59295,0.001486,0.001486,0.001486
88,3951.85,0.99184,0.53965,1.0116,0.84549,0.80416,0.85385,0.45764,1.7722,0.84171,1.58543,0.001387,0.001387,0.001387
89,3985.51,1.00282,0.54821,1.02753,0.86051,0.82796,0.86961,0.46875,1.6834,0.79944,1.49764,0.001288,0.001288,0.001288
90,4019.3,0.99744,0.55029,1.02586,0.84503,0.819,0.8525,0.44845,1.82396,0.8697,1.60977,0.001189,0.001189,0.001189
91,4053.33,0.99156,0.541,1.05264,0.84101,0.81525,0.86684,0.44867,1.80841,0.86193,1.60396,0.00109,0.00109,0.00109
92,4087.2,0.93893,0.51268,1.03536,0.8456,0.7852,0.85269,0.44751,1.79256,0.87519,1.57534,0.000991,0.000991,0.000991
93,4120.92,0.96928,0.52501,1.04952,0.87167,0.82776,0.87106,0.45715,1.75607,0.83152,1.54272,0.000892,0.000892,0.000892
