epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,1811.53,1.4747,0.90657,1.19332,0.80891,0.77957,0.82506,0.40553,1.75904,1.07168,1.38534,0.005743,0.005743,0.005743
45,1850.29,1.45714,0.91723,1.18613,0.83619,0.76882,0.84233,0.41402,1.78819,1.02574,1.40707,0.005644,0.005644,0.005644
46,1894.19,1.43302,0.89367,1.17725,0.8287,0.7957,0.85222,0.42704,1.75485,1.02495,1.38221,0.005545,0.005545,0.005545
47,1936.14,1.42727,0.89416,1.18092,0.80435,0.69534,0.76724,0.37308,1.85683,1.21913,1.44486,0.005446,0.005446,0.005446
48,1967.88,1.4082,0.87564,1.16246,0.74107,0.78674,0.81379,0.40101,1.8359,1.04775,1.42193,0.005347,0.005347,0.005347
49,2009.48,1.37272,0.83463,1.14287,0.81455,0.75986,0.83504,0.43787,1.75842,1.00684,1.35518,0.005248,0.005248,0.005248
50,2050.71,1.41978,0.85207,1.16525,0.82698,0.73477,0.8095,0.4002,1.82185,1.11871,1.42131,0.005149,0.005149,0.005149
51,2089.29,1.38459,0.85137,1.15799,0.78637,0.82079,0.84027,0.4416,1.70552,0.97784,1.35673,0.00505,0.00505,0.00505
52,2126.1,1.38412,0.86403,1.14378,0.82571,0.7491,0.79379,0.40556,1.84422,1.08564,1.44242,0.004951,0.004951,0.004951
53,2168.77,1.35055,0.83777,1.1367,0.83869,0.75627,0.82794,0.42338,1.77392,1.01129,1.4232,0.004852,0.004852,0.004852
54,2210.58,1.33732,0.82303,1.13561,0.78613,0.79708,0.8275,0.43939,1.72868,0.93521,1.37491,0.004753,0.004753,0.004753
55,2244.65,1.31956,0.80524,1.12424,0.86347,0.819,0.84871,0.45363,1.68459,0.93504,1.34953,0.004654,0.004654,0.004654
56,2284.04,1.33033,0.81352,1.12934,0.74068,0.75758,0.81151,0.4228,1.78374,0.99779,1.39852,0.004555,0.004555,0.004555
57,2325.35,1.32515,0.78784,1.11633,0.86933,0.75806,0.82364,0.42453,1.77635,1.01473,1.38607,0.004456,0.004456,0.004456
58,2368.34,1.29902,0.77898,1.10343,0.81851,0.81632,0.88208,0.45308,1.71613,0.93754,1.38271,0.004357,0.004357,0.004357
59,2402.26,1.28958,0.78148,1.09687,0.83067,0.81761,0.84078,0.44254,1.65455,0.96377,1.33259,0.004258,0.004258,0.004258
60,2445.25,1.2816,0.76809,1.09294,0.83461,0.7724,0.85008,0.43194,1.76023,0.94991,1.37683,0.004159,0.004159,0.004159
61,2486.94,1.30734,0.79244,1.11356,0.85519,0.80108,0.87543,0.44821,1.75456,0.89551,1.38901,0.00406,0.00406,0.00406
62,2524.2,1.2781,0.7595,1.10568,0.84294,0.83692,0.88385,0.43756,1.75303,0.90578,1.36948,0.003961,0.003961,0.003961
63,2559.84,1.28092,0.76346,1.09744,0.82202,0.72838,0.79622,0.4086,1.83571,1.07909,1.44161,0.003862,0.003862,0.003862
64,2602.2,1.2345,0.72407,1.07975,0.8782,0.77957,0.84783,0.46375,1.75917,0.89687,1.40886,0.003763,0.003763,0.003763
65,2646.14,1.21737,0.71896,1.07306,0.84069,0.83692,0.84295,0.45237,1.74515,0.90477,1.3646,0.003664,0.003664,0.003664
66,2679.65,1.24756,0.73998,1.07528,0.82012,0.82079,0.8498,0.45125,1.7093,0.92461,1.36435,0.003565,0.003565,0.003565
67,2720.19,1.21972,0.72525,1.07019,0.862,0.77419,0.84339,0.46024,1.71138,0.88186,1.37502,0.003466,0.003466,0.003466
68,2762.34,1.22653,0.7249,1.07036,0.87947,0.82796,0.87576,0.47451,1.74086,0.87271,1.37822,0.003367,0.003367,0.003367
69,2802.66,1.20164,0.70731,1.06413,0.7988,0.71147,0.78022,0.4019,1.84134,1.16351,1.41638,0.003268,0.003268,0.003268
70,2836.19,1.21443,0.71865,1.06848,0.8433,0.81541,0.88639,0.48133,1.69791,0.86685,1.37438,0.003169,0.003169,0.003169
71,2879.86,1.19391,0.70836,1.05964,0.86782,0.74124,0.83167,0.44767,1.74855,0.99228,1.41352,0.00307,0.00307,0.00307
72,2922.01,1.17654,0.69181,1.04872,0.82969,0.80466,0.85725,0.44229,1.74164,0.91981,1.42922,0.002971,0.002971,0.002971
73,2958.17,1.18179,0.69769,1.0492,0.81931,0.83692,0.86684,0.46776,1.73145,0.87485,1.42461,0.002872,0.002872,0.002872
74,2995.6,1.15393,0.68255,1.02903,0.88741,0.76272,0.86215,0.44776,1.71601,0.91026,1.40569,0.002773,0.002773,0.002773
75,3037.21,1.13225,0.66089,1.0312,0.84262,0.8405,0.8836,0.45861,1.70836,0.86475,1.37923,0.002674,0.002674,0.002674
76,3079.28,1.13673,0.66912,1.02718,0.85617,0.83209,0.87323,0.47305,1.70031,0.84497,1.4023,0.002575,0.002575,0.002575
77,3113.46,1.15195,0.67753,1.03218,0.85592,0.8091,0.86615,0.46716,1.73645,0.88066,1.37829,0.002476,0.002476,0.002476
78,3156.23,1.12378,0.66384,1.02,0.86133,0.81004,0.86347,0.45826,1.75611,0.91239,1.41456,0.002377,0.002377,0.002377
