image_pair,ssim
fire-1601-_png.rf.3d299d913a58e7c0777a956baa190f54.jpg vs fire-1604-_png.rf.48d6d03dd75e2b392964d0b319123b69.jpg,0.41528062213509515
fire-1604-_png.rf.48d6d03dd75e2b392964d0b319123b69.jpg vs fire-161-_png.rf.2cce5b1cf56cbca583856915700b62eb.jpg,0.14460129599687788
fire-161-_png.rf.2cce5b1cf56cbca583856915700b62eb.jpg vs fire-1615-_png.rf.162529e525c4e6e3d1481fc959c0f320.jpg,0.14357335174183208
fire-1615-_png.rf.162529e525c4e6e3d1481fc959c0f320.jpg vs fire-1622-_png.rf.5aaffe46b4f8fbe105cbdad32c9eda1f.jpg,0.3401799409951312
fire-1622-_png.rf.5aaffe46b4f8fbe105cbdad32c9eda1f.jpg vs fire-1624-_png.rf.a2bb89f663a206a89fb4669c56360927.jpg,0.4154962379901284
fire-1624-_png.rf.a2bb89f663a206a89fb4669c56360927.jpg vs fire-1629-_png.rf.0a5545111d326a426c0bab61c04f02d1.jpg,0.3611285177035776
fire-1629-_png.rf.0a5545111d326a426c0bab61c04f02d1.jpg vs fire-163-_png.rf.b3c367e1641b009ab88e555c9ce8cf9b.jpg,0.130700911347669
fire-163-_png.rf.b3c367e1641b009ab88e555c9ce8cf9b.jpg vs fire-1634-_png.rf.08e0d9abfc6b75a42253a725e95c140e.jpg,0.12740301725554407
fire-1634-_png.rf.08e0d9abfc6b75a42253a725e95c140e.jpg vs fire-1638-_png.rf.9de5b0d4a1af5cd28f4da8441e7cb5f9.jpg,0.4315777521051204
fire-1638-_png.rf.9de5b0d4a1af5cd28f4da8441e7cb5f9.jpg vs fire-1643-_png.rf.e60a1dd9a293e42341d4cdf964fed10c.jpg,0.5632588263540937
fire-1643-_png.rf.e60a1dd9a293e42341d4cdf964fed10c.jpg vs fire-1645-_png.rf.25c5c6ea1c2e8a0078d4a0eef002517c.jpg,0.670478937455197
fire-1645-_png.rf.25c5c6ea1c2e8a0078d4a0eef002517c.jpg vs fire-1647-_png.rf.317a79aa7ab77ccb0a31f444cc8a02fa.jpg,0.7105424761994646
fire-1647-_png.rf.317a79aa7ab77ccb0a31f444cc8a02fa.jpg vs fire-1649-_png.rf.55b2cc823cc404058865d8db38bf75e9.jpg,0.6890262521692286
fire-1649-_png.rf.55b2cc823cc404058865d8db38bf75e9.jpg vs fire-1652-_png.rf.98d0727e67254a9442c6c519e7e4e5c3.jpg,0.5887006117863041
fire-1652-_png.rf.98d0727e67254a9442c6c519e7e4e5c3.jpg vs fire-1666-_png.rf.f596abbb867827f02cebc8ad50a8581d.jpg,0.49349548339880817
fire-1666-_png.rf.f596abbb867827f02cebc8ad50a8581d.jpg vs fire-1668-_png.rf.2bf8df408b7fe6db26e9315fcaa024ba.jpg,0.5259615081474384
fire-1668-_png.rf.2bf8df408b7fe6db26e9315fcaa024ba.jpg vs fire-1671-_png.rf.3a893bda88008017a63f19a462fcdfd0.jpg,0.5220413321807373
fire-1671-_png.rf.3a893bda88008017a63f19a462fcdfd0.jpg vs fire-1683-_png.rf.ce4d4c0ecf2260f23a97ecd315c02bcf.jpg,0.5099959594995314
fire-1683-_png.rf.ce4d4c0ecf2260f23a97ecd315c02bcf.jpg vs fire-1688-_png.rf.6dabc8f0e309a51a913d6754a3c328da.jpg,0.420278806334012
fire-1688-_png.rf.6dabc8f0e309a51a913d6754a3c328da.jpg vs fire-169-_png.rf.ac47066a08ce1d70d7e856af15566f38.jpg,0.1390719113119476
fire-169-_png.rf.ac47066a08ce1d70d7e856af15566f38.jpg vs fire-1698-_png.rf.0372e18dbacb48e067328479aa9d9b95.jpg,0.1494248539134036
fire-1698-_png.rf.0372e18dbacb48e067328479aa9d9b95.jpg vs fire-1703-_png.rf.db4c8e7830258329bc08135985524fda.jpg,0.4833677624302306
fire-1703-_png.rf.db4c8e7830258329bc08135985524fda.jpg vs fire-1709-_png.rf.3b7904446f5c1e8cd766ee716de480e3.jpg,0.5821600955423345
fire-1709-_png.rf.3b7904446f5c1e8cd766ee716de480e3.jpg vs fire-1712-_png.rf.a3bf1879a334ad659c209be9ff32808a.jpg,0.5265471756771131
fire-1712-_png.rf.a3bf1879a334ad659c209be9ff32808a.jpg vs fire-1714-_png.rf.eaea9fd2b4ff72099675a3c149fb37b7.jpg,0.38111812789629923
fire-1714-_png.rf.eaea9fd2b4ff72099675a3c149fb37b7.jpg vs fire-1717-_png.rf.b13f4a02901e096d604ef59f6f5320ce.jpg,0.33412450461509924
fire-1717-_png.rf.b13f4a02901e096d604ef59f6f5320ce.jpg vs fire-1724-_png.rf.f687a4a54ed342271a86a36ec651ab1d.jpg,0.287098825348392
fire-1724-_png.rf.f687a4a54ed342271a86a36ec651ab1d.jpg vs fire-1728-_png.rf.5e5c0ceede1307b9330deaa0b67cd9b5.jpg,0.27797371229372236
fire-1728-_png.rf.5e5c0ceede1307b9330deaa0b67cd9b5.jpg vs fire-175-_png.rf.cf59855d89ae6b081bec25d7e5e764fb.jpg,0.17343973254005
fire-175-_png.rf.cf59855d89ae6b081bec25d7e5e764fb.jpg vs fire-1760-_png.rf.664b03860b4af3fead2eaaf5d8320eba.jpg,0.16691599215090117
fire-1760-_png.rf.664b03860b4af3fead2eaaf5d8320eba.jpg vs fire-1769-_png.rf.fb647904aa7526e9197c0e76164f4db8.jpg,0.3330137448706705
fire-1769-_png.rf.fb647904aa7526e9197c0e76164f4db8.jpg vs fire-1774-_png.rf.3496846dc85af6421d1684e69812eb73.jpg,0.38780385634847975
fire-1774-_png.rf.3496846dc85af6421d1684e69812eb73.jpg vs fire-180-_png.rf.c55beda7fb194ba3ae48e7d968d5e404.jpg,0.12643440968586728
fire-180-_png.rf.c55beda7fb194ba3ae48e7d968d5e404.jpg vs fire-1802-_png.rf.aa27247b3068ca9d14197803ae8592ee.jpg,0.12013525140728167
fire-1802-_png.rf.aa27247b3068ca9d14197803ae8592ee.jpg vs fire-181-_png.rf.e18a000115d1659a5ef1d8a4b1db24db.jpg,0.13248944819889144
fire-181-_png.rf.e18a000115d1659a5ef1d8a4b1db24db.jpg vs fire-182-_png.rf.64d86527ba5cefdaea0b0e5ed48d8524.jpg,0.10909538911670744
fire-182-_png.rf.64d86527ba5cefdaea0b0e5ed48d8524.jpg vs fire-188-_png.rf.bff0bb9ceed886634d113d8cdb8f057d.jpg,0.1090382116645077
fire-188-_png.rf.bff0bb9ceed886634d113d8cdb8f057d.jpg vs fire-192-_png.rf.9f5ce067bbf1273c4769302e483756bf.jpg,0.22186203231256627
fire-192-_png.rf.9f5ce067bbf1273c4769302e483756bf.jpg vs fire-1922-_png.rf.df4b9ec020652350d69031c57eeb5ecf.jpg,0.21373160969964553
fire-1922-_png.rf.df4b9ec020652350d69031c57eeb5ecf.jpg vs fire-194-_png.rf.53b93149ba8a71b2635d13292097e21d.jpg,0.21447013488993535
fire-194-_png.rf.53b93149ba8a71b2635d13292097e21d.jpg vs fire-2158-_png.rf.f1076dc299eefbb5e64011a3e3d154f7.jpg,0.2406178966970123
fire-2158-_png.rf.f1076dc299eefbb5e64011a3e3d154f7.jpg vs fire-2181-_png.rf.988496af7a09b09b83c37e9c07c24f37.jpg,0.5785825761104528
fire-2181-_png.rf.988496af7a09b09b83c37e9c07c24f37.jpg vs fire-2200-_png.rf.2e6f386826ab8fecf17c8db09eda54d1.jpg,0.5060555812341367
fire-2200-_png.rf.2e6f386826ab8fecf17c8db09eda54d1.jpg vs fire-227-_png.rf.a92055aeb957f85d470d2d82cddae302.jpg,0.13521973527156617
fire-227-_png.rf.a92055aeb957f85d470d2d82cddae302.jpg vs fire-2285-_png.rf.0e2aaf61262052ed27b757f6ecf2ba12.jpg,0.13510119989048297
